NAME	DESCRIPTION
HSFX1	ENSG00000171116
FAM78B	ENSG00000188859
HEY2	ENSG00000135547
CA6	ENSG00000131686
AMH	ENSG00000104899
AC098650.1	ENSG00000283563
FPR2	ENSG00000171049
GOLT1A	ENSG00000174567
ASPHD2	ENSG00000128203
ASB11	ENSG00000165192
COL11A2	ENSG00000204248
PVALB	ENSG00000100362
TAS2R30	ENSG00000256188
FSCN2	ENSG00000186765
ACSM5	ENSG00000183549
UGT1A1	ENSG00000241635
FGF22	ENSG00000070388
ERVMER34-1	ENSG00000226887
GABRQ	ENSG00000268089
SPTY2D1OS	ENSG00000247595
SNX32	ENSG00000172803
HOXD4	ENSG00000170166
HSD17B6	ENSG00000025423
MUC15	ENSG00000169550
SELE	ENSG00000007908
AC098850.3	ENSG00000266302
CCL4L2	ENSG00000276070
ZNF365	ENSG00000138311
VSIG10L	ENSG00000186806
ANKRD30BL	ENSG00000163046
RNF103-CHMP3	ENSG00000249884
ADAM20	ENSG00000134007
PYDC1	ENSG00000169900
AC004687.2	ENSG00000285897
GPRIN2	ENSG00000204175
MAGEA3	ENSG00000221867
FAM149A	ENSG00000109794
XKR5	ENSG00000275591
TBC1D3D	ENSG00000274419
SULT1A2	ENSG00000197165
TMEM121	ENSG00000184986
CSDC2	ENSG00000172346
TOX	ENSG00000198846
SLC23A1	ENSG00000170482
P2RY1	ENSG00000169860
NUDT17	ENSG00000186364
AC010132.3	ENSG00000256646
DNAH9	ENSG00000007174
XKR6	ENSG00000171044
NAPSA	ENSG00000131400
IL9R	ENSG00000124334
XG	ENSG00000124343
IGSF22	ENSG00000179057
C19orf71	ENSG00000183397
PRH1-PRR4	ENSG00000275778
KLK2	ENSG00000167751
RIBC2	ENSG00000128408
C7orf55-LUC7L2	ENSG00000269955
ADPRM	ENSG00000170222
TMPRSS9	ENSG00000178297
BORCS8-MEF2B	ENSG00000064489
NME9	ENSG00000181322
AL353588.1	ENSG00000272442
ALOX12	ENSG00000108839
TMEM86B	ENSG00000180089
LRRC46	ENSG00000141294
RTN4RL2	ENSG00000186907
TGM4	ENSG00000163810
FOXA3	ENSG00000170608
CDRT1	ENSG00000241322
FOXS1	ENSG00000179772
RTN4R	ENSG00000040608
CCRL2	ENSG00000121797
PCOLCE2	ENSG00000163710
OR1M1	ENSG00000170929
OR52N1	ENSG00000181001
GP1BA	ENSG00000185245
FRMD1	ENSG00000153303
ASB14	ENSG00000239388
FIGNL2	ENSG00000261308
TAS2R3	ENSG00000127362
HS3ST3A1	ENSG00000153976
ACPP	ENSG00000014257
AC068896.1	ENSG00000258539
SRRM5	ENSG00000226763
HLA-DOB	ENSG00000241106
PCDHA12	ENSG00000251664
COL9A1	ENSG00000112280
TFR2	ENSG00000106327
POLR3G	ENSG00000113356
PTH1R	ENSG00000160801
RP1	ENSG00000104237
BMP8A	ENSG00000183682
LRGUK	ENSG00000155530
FSBP	ENSG00000265817
BCL2L2-PABPN1	ENSG00000258643
OR2T33	ENSG00000177212
PBX4	ENSG00000105717
OLAH	ENSG00000152463
DCDC2B	ENSG00000222046
PRSS16	ENSG00000112812
LY6G5C	ENSG00000204428
AL133352.1	ENSG00000255339
LILRA6	ENSG00000244482
PTPRH	ENSG00000080031
ICOS	ENSG00000163600
CCDC194	ENSG00000269720
FAM19A2	ENSG00000198673
UCP3	ENSG00000175564
SLC25A18	ENSG00000182902
ITGAD	ENSG00000156886
TMEM233	ENSG00000224982
HRASLS	ENSG00000127252
MYRIP	ENSG00000170011
PPEF1	ENSG00000086717
PPP1R32	ENSG00000162148
LGALS7	ENSG00000205076
SALL1	ENSG00000103449
DYNAP	ENSG00000178690
HSF2BP	ENSG00000160207
OXER1	ENSG00000162881
SYCE1L	ENSG00000205078
CORO2B	ENSG00000103647
AK8	ENSG00000165695
TSPAN7	ENSG00000156298
TMEM132C	ENSG00000181234
MYH4	ENSG00000264424
RND2	ENSG00000108830
KCNJ12	ENSG00000184185
SLCO1A2	ENSG00000084453
MSMB	ENSG00000263639
FAM189A1	ENSG00000104059
TRPM8	ENSG00000144481
CCDC189	ENSG00000196118
UNC13A	ENSG00000130477
ZNF582	ENSG00000018869
LCN15	ENSG00000177984
MTCP1	ENSG00000214827
RASL10A	ENSG00000100276
PPARGC1A	ENSG00000109819
DCD	ENSG00000161634
FAM19A5	ENSG00000219438
EMX1	ENSG00000135638
ANXA13	ENSG00000104537
MAP6D1	ENSG00000180834
PLA2G4D	ENSG00000159337
RBPMS2	ENSG00000166831
ASGR1	ENSG00000141505
LAMC3	ENSG00000050555
COMMD3-BMI1	ENSG00000269897
PAMR1	ENSG00000149090
GDAP1L1	ENSG00000124194
C11orf21	ENSG00000110665
SLIT1	ENSG00000187122
TSPAN12	ENSG00000106025
TFPI2	ENSG00000105825
POU6F2	ENSG00000106536
FAM9B	ENSG00000177138
MMP28	ENSG00000271447
ALX4	ENSG00000052850
DPYSL4	ENSG00000151640
AL358472.6	ENSG00000285641
IRX4	ENSG00000113430
ZIC1	ENSG00000152977
BFSP1	ENSG00000125864
PCDHAC1	ENSG00000248383
C2orf15	ENSG00000273045
C9orf40	ENSG00000135045
GP1BB	ENSG00000203618
GPR141	ENSG00000187037
TIFAB	ENSG00000255833
CBARP	ENSG00000099625
MAP6	ENSG00000171533
SPINK9	ENSG00000204909
AL139011.2	ENSG00000258465
MYEOV	ENSG00000172927
TIMP4	ENSG00000157150
MASP2	ENSG00000009724
DGKG	ENSG00000058866
AC098484.3	ENSG00000283580
PNLIPRP1	ENSG00000187021
DNAJC25-GNG10	ENSG00000244115
FOXO3B	ENSG00000240445
KIAA0319	ENSG00000137261
AL163636.2	ENSG00000259171
FAM107A	ENSG00000168309
CFAP45	ENSG00000213085
RNF208	ENSG00000212864
GRIA3	ENSG00000125675
PCBP3	ENSG00000183570
ABO	ENSG00000175164
TMEM163	ENSG00000152128
C1QTNF7	ENSG00000163145
AL160272.2	ENSG00000285082
MARCH10	ENSG00000173838
NUTM2E	ENSG00000228570
ACTL8	ENSG00000117148
NME1-NME2	ENSG00000011052
DCDC2	ENSG00000146038
SIGLEC7	ENSG00000168995
ZNF625-ZNF20	ENSG00000213297
TMEM132B	ENSG00000139364
LUZP2	ENSG00000187398
GNAT3	ENSG00000214415
CCDC81	ENSG00000149201
BCL2A1	ENSG00000140379
RUFY4	ENSG00000188282
HS3ST2	ENSG00000122254
CCDC27	ENSG00000162592
SYT16	ENSG00000139973
DNAAF3	ENSG00000167646
FAM95C	ENSG00000283486
NR4A3	ENSG00000119508
ADRA2C	ENSG00000184160
AC007326.4	ENSG00000283809
KCNS2	ENSG00000156486
CD200R1	ENSG00000163606
PDCD1	ENSG00000188389
PRTFDC1	ENSG00000099256
CFAP43	ENSG00000197748
TRIM9	ENSG00000100505
TEX22	ENSG00000226174
UNC79	ENSG00000133958
CNIH2	ENSG00000174871
LGALS12	ENSG00000133317
AC144573.1	ENSG00000285880
SOSTDC1	ENSG00000171243
GPR83	ENSG00000123901
PNLDC1	ENSG00000146453
TUBA3D	ENSG00000075886
CPLANE2	ENSG00000132881
TYRP1	ENSG00000107165
SLC12A5	ENSG00000124140
FBXO16	ENSG00000214050
KCND1	ENSG00000102057
PNMA8B	ENSG00000204851
NACAD	ENSG00000136274
ZDHHC11B	ENSG00000206077
VNN2	ENSG00000112303
AOC1	ENSG00000002726
AC004922.1	ENSG00000284292
GPLD1	ENSG00000112293
SERPINF2	ENSG00000167711
MEF2B	ENSG00000213999
WISP3	ENSG00000112761
WDR93	ENSG00000140527
MYH2	ENSG00000125414
OR3A3	ENSG00000159961
MMRN1	ENSG00000138722
COL4A6	ENSG00000197565
AD000671.1	ENSG00000188223
CA11	ENSG00000063180
CYP4F22	ENSG00000171954
MICU3	ENSG00000155970
GAL	ENSG00000069482
PIH1D3	ENSG00000080572
EPPIN	ENSG00000101448
FOSL1	ENSG00000175592
AMER3	ENSG00000178171
SPATA21	ENSG00000187144
MAGEE1	ENSG00000198934
GPR158	ENSG00000151025
SIT1	ENSG00000137078
TMEM200C	ENSG00000206432
RSPH1	ENSG00000160188
WDR72	ENSG00000166415
ALDH1A2	ENSG00000128918
FCRL1	ENSG00000163534
MEOX2	ENSG00000106511
COL19A1	ENSG00000082293
FAM186A	ENSG00000185958
NR2E3	ENSG00000278570
TMEM81	ENSG00000174529
MT1F	ENSG00000198417
C5orf34	ENSG00000172244
HYAL3	ENSG00000186792
ZNF114	ENSG00000178150
YY2	ENSG00000230797
CMTM1	ENSG00000089505
ADGB	ENSG00000118492
ZNF837	ENSG00000152475
KBTBD3	ENSG00000182359
LIMS3	ENSG00000256977
DHRS9	ENSG00000073737
HDC	ENSG00000140287
CYP17A1	ENSG00000148795
PLA2G2C	ENSG00000187980
CST4	ENSG00000101441
ZFP92	ENSG00000189420
MYT1	ENSG00000196132
MMEL1	ENSG00000142606
PCDH19	ENSG00000165194
ZIM2	ENSG00000269699
ASAH2	ENSG00000188611
SLC5A2	ENSG00000140675
MEGF10	ENSG00000145794
CHST7	ENSG00000147119
IGSF1	ENSG00000147255
NTN3	ENSG00000162068
ACKR4	ENSG00000129048
RAB3A	ENSG00000105649
CCM2L	ENSG00000101331
CIDEA	ENSG00000176194
P2RX1	ENSG00000108405
DNAI1	ENSG00000122735
CHRNG	ENSG00000196811
SPAAR	ENSG00000235387
DQX1	ENSG00000144045
NLGN3	ENSG00000196338
ENPP6	ENSG00000164303
C16orf95	ENSG00000260456
TCTEX1D4	ENSG00000188396
GPR27	ENSG00000170837
ITGA2B	ENSG00000005961
AC021097.2	ENSG00000285292
HAS2	ENSG00000170961
ABCB4	ENSG00000005471
SETD9	ENSG00000155542
PTGDR	ENSG00000168229
AL022238.4	ENSG00000284431
KLK7	ENSG00000169035
TNFRSF11B	ENSG00000164761
RHBDL1	ENSG00000103269
HTN3	ENSG00000205649
GPR26	ENSG00000154478
BEND6	ENSG00000151917
PVRIG	ENSG00000213413
MROH7-TTC4	ENSG00000271723
FAM155A	ENSG00000204442
GIPC3	ENSG00000179855
NAALADL1	ENSG00000168060
PABPC4L	ENSG00000254535
ANK1	ENSG00000029534
MAB21L1	ENSG00000180660
ENPP3	ENSG00000154269
HOXB13	ENSG00000159184
PARD6A	ENSG00000102981
CYP2W1	ENSG00000073067
GPR78	ENSG00000155269
BEX2	ENSG00000133134
CDH26	ENSG00000124215
ZNF572	ENSG00000180938
SSC4D	ENSG00000146700
DMGDH	ENSG00000132837
ADGRF3	ENSG00000173567
STOX1	ENSG00000165730
SOX17	ENSG00000164736
PM20D1	ENSG00000162877
MSH5-SAPCD1	ENSG00000255152
DMBT1	ENSG00000187908
SRRM3	ENSG00000177679
AC114490.3	ENSG00000284773
VIL1	ENSG00000127831
ENTPD8	ENSG00000188833
FCGR3B	ENSG00000162747
NKX3-1	ENSG00000167034
IQCD	ENSG00000166578
SMIM36	ENSG00000261873
ACRBP	ENSG00000111644
GDF7	ENSG00000143869
ADAMTS3	ENSG00000156140
GZMB	ENSG00000100453
INCA1	ENSG00000196388
FAM47E-STBD1	ENSG00000272414
PI3	ENSG00000124102
AL136295.4	ENSG00000259522
ZBED9	ENSG00000232040
GPAT3	ENSG00000138678
PCDHA8	ENSG00000204962
C2CD4D	ENSG00000225556
ZNF559-ZNF177	ENSG00000270011
TSPAN19	ENSG00000231738
BATF3	ENSG00000123685
ATOH8	ENSG00000168874
SAXO2	ENSG00000188659
RASSF10	ENSG00000189431
MYH1	ENSG00000109061
AC012254.2	ENSG00000267228
FNDC5	ENSG00000160097
ELOVL2	ENSG00000197977
CNR1	ENSG00000118432
GAPT	ENSG00000175857
SIM1	ENSG00000112246
ANKRD24	ENSG00000089847
SLC12A3	ENSG00000070915
OR56A1	ENSG00000180934
TMEM255A	ENSG00000125355
NOV	ENSG00000136999
HOXA10	ENSG00000253293
SEMA3A	ENSG00000075213
ADAM23	ENSG00000114948
GPR12	ENSG00000132975
TSSK3	ENSG00000162526
ASB2	ENSG00000100628
HOXC12	ENSG00000123407
SLC35G1	ENSG00000176273
ROM1	ENSG00000149489
SOWAHB	ENSG00000186212
AGBL2	ENSG00000165923
C16orf89	ENSG00000153446
FAM131B	ENSG00000159784
FBXW10	ENSG00000171931
C1orf167	ENSG00000215910
USP27X	ENSG00000273820
GGN	ENSG00000179168
MBLAC1	ENSG00000214309
ASPHD1	ENSG00000174939
CHAC1	ENSG00000128965
GRM7	ENSG00000196277
KCNH3	ENSG00000135519
IL1B	ENSG00000125538
VN1R1	ENSG00000178201
MEOX1	ENSG00000005102
ST18	ENSG00000147488
SCN2A	ENSG00000136531
SPATA12	ENSG00000186451
SPANXA1	ENSG00000198021
BBOX1	ENSG00000129151
ASXL3	ENSG00000141431
SIGLEC11	ENSG00000161640
CDH15	ENSG00000129910
LGI4	ENSG00000153902
FAM167A	ENSG00000154319
EFCC1	ENSG00000114654
HPDL	ENSG00000186603
SPDYA	ENSG00000163806
CLDN16	ENSG00000113946
LNP1	ENSG00000206535
FAM180A	ENSG00000189320
PRR22	ENSG00000212123
SLC5A10	ENSG00000154025
CLVS1	ENSG00000177182
ERVV-2	ENSG00000268964
TEPP	ENSG00000159648
PCDHA3	ENSG00000255408
MNS1	ENSG00000138587
SNCA	ENSG00000145335
ARX	ENSG00000004848
VMO1	ENSG00000182853
CHRFAM7A	ENSG00000166664
C2CD4B	ENSG00000205502
RGN	ENSG00000130988
CEL	ENSG00000170835
NRGN	ENSG00000154146
GAL3ST2	ENSG00000154252
SMIM1	ENSG00000235169
LGSN	ENSG00000146166
KIAA1210	ENSG00000250423
SIRPG	ENSG00000089012
PROX2	ENSG00000119608
MAB21L3	ENSG00000173212
SMTNL1	ENSG00000214872
CASQ1	ENSG00000143318
LILRA4	ENSG00000239961
ALG1L	ENSG00000189366
LGALS2	ENSG00000100079
MARCO	ENSG00000019169
ELFN1	ENSG00000225968
PLEKHG7	ENSG00000187510
FBXL13	ENSG00000161040
ILDR2	ENSG00000143195
ARL5C	ENSG00000141748
SAP25	ENSG00000205307
FBXW12	ENSG00000164049
TMPRSS6	ENSG00000187045
SPANXA2	ENSG00000203926
SLC1A7	ENSG00000162383
FYB2	ENSG00000187889
JPH3	ENSG00000154118
ADCYAP1R1	ENSG00000078549
AC068547.1	ENSG00000283228
ZIM3	ENSG00000141946
CNGA1	ENSG00000198515
CACNA1G	ENSG00000006283
CC2D2B	ENSG00000188649
SLC18A2	ENSG00000165646
CPEB1	ENSG00000214575
CRYGS	ENSG00000213139
IL34	ENSG00000157368
CYP4A22	ENSG00000162365
LEKR1	ENSG00000197980
CNTFR	ENSG00000122756
RTBDN	ENSG00000132026
MYPN	ENSG00000138347
ACOXL	ENSG00000153093
GALNT17	ENSG00000185274
OR6C4	ENSG00000179626
TEDDM1	ENSG00000203730
ABHD14A-ACY1	ENSG00000114786
RHEX	ENSG00000263961
KEL	ENSG00000197993
BEND5	ENSG00000162373
ZNF730	ENSG00000183850
IRX1	ENSG00000170549
ZGLP1	ENSG00000220201
STK32A	ENSG00000169302
TGM1	ENSG00000092295
HTR3B	ENSG00000149305
GSTM5	ENSG00000134201
UNC5CL	ENSG00000124602
CHP2	ENSG00000166869
GCNT7	ENSG00000124091
TMEM150B	ENSG00000180061
PALM3	ENSG00000187867
IGSF5	ENSG00000183067
AIM2	ENSG00000163568
LDLRAD1	ENSG00000203985
ZNF727	ENSG00000214652
PHGR1	ENSG00000233041
PRCD	ENSG00000214140
AL121594.1	ENSG00000258790
APOM	ENSG00000204444
SLAIN1	ENSG00000139737
PLA2G4A	ENSG00000116711
PRR16	ENSG00000184838
RGS6	ENSG00000182732
CHRM1	ENSG00000168539
ELOA3C	ENSG00000275553
CHADL	ENSG00000100399
MTMR7	ENSG00000003987
CFAP57	ENSG00000243710
RNF113B	ENSG00000139797
AL049697.1	ENSG00000213204
RSPO3	ENSG00000146374
VN1R2	ENSG00000196131
SCNN1G	ENSG00000166828
ZFR2	ENSG00000105278
C6orf226	ENSG00000221821
STAB2	ENSG00000136011
SMC1B	ENSG00000077935
GRIN3A	ENSG00000198785
CSTL1	ENSG00000125823
POU3F2	ENSG00000184486
TEX52	ENSG00000283297
UFSP1	ENSG00000176125
TBX21	ENSG00000073861
GALNT8	ENSG00000130035
PRPH2	ENSG00000112619
CELF6	ENSG00000140488
TMEM189-UBE2V1	ENSG00000124208
FAM90A1	ENSG00000171847
SNAI3	ENSG00000185669
SLITRK4	ENSG00000179542
ADM5	ENSG00000224420
ERFE	ENSG00000178752
SLC22A13	ENSG00000172940
CKLF-CMTM1	ENSG00000254788
ELFN2	ENSG00000166897
PHF21B	ENSG00000056487
LYPD1	ENSG00000150551
ALG1L2	ENSG00000251287
CCNI2	ENSG00000205089
SYN3	ENSG00000185666
NCAM1	ENSG00000149294
PTHLH	ENSG00000087494
IL17REL	ENSG00000188263
VTN	ENSG00000109072
PRKG2	ENSG00000138669
SLC16A12	ENSG00000152779
STAR	ENSG00000147465
ZNF311	ENSG00000197935
AQP11	ENSG00000178301
EFNB3	ENSG00000108947
PCDHA13	ENSG00000239389
GRID2IP	ENSG00000215045
SCN4A	ENSG00000007314
DSCAM	ENSG00000171587
CNTD1	ENSG00000176563
LOXHD1	ENSG00000167210
GAGE2A	ENSG00000189064
KCNA2	ENSG00000177301
BMPER	ENSG00000164619
P2RY13	ENSG00000181631
SPP2	ENSG00000072080
RNF128	ENSG00000133135
DNASE1L3	ENSG00000163687
GPR52	ENSG00000203737
MAP1LC3B2	ENSG00000258102
CLDN14	ENSG00000159261
C14orf28	ENSG00000179476
POTEJ	ENSG00000222038
ARMH1	ENSG00000198520
DCST2	ENSG00000163354
METTL27	ENSG00000165171
FGF10	ENSG00000070193
ARRDC5	ENSG00000205784
SLC2A14	ENSG00000173262
NECAB1	ENSG00000123119
TFAP2E	ENSG00000116819
CAPN6	ENSG00000077274
PLN	ENSG00000198523
BMP6	ENSG00000153162
TUBB1	ENSG00000101162
MKRN2OS	ENSG00000225526
TNIP3	ENSG00000050730
FGFBP3	ENSG00000174721
ATP6V1FNB	ENSG00000272899
CARMIL3	ENSG00000186648
CD19	ENSG00000177455
NPB	ENSG00000183979
WT1	ENSG00000184937
TAS2R31	ENSG00000256436
FGL1	ENSG00000104760
CLDN20	ENSG00000171217
CDK15	ENSG00000138395
DRD4	ENSG00000069696
GPIHBP1	ENSG00000277494
ZG16	ENSG00000174992
TMEM71	ENSG00000165071
ACVR1C	ENSG00000123612
SLC10A1	ENSG00000100652
FOXF2	ENSG00000137273
BEGAIN	ENSG00000183092
ZSCAN1	ENSG00000152467
VXN	ENSG00000169085
DUOXA1	ENSG00000140254
DSCAML1	ENSG00000177103
ABCD2	ENSG00000173208
ADH4	ENSG00000198099
FERMT1	ENSG00000101311
CLEC4A	ENSG00000111729
CDO1	ENSG00000129596
CADM3	ENSG00000162706
OTX1	ENSG00000115507
KCNQ5	ENSG00000185760
IL24	ENSG00000162892
RAB40A	ENSG00000172476
PRSS36	ENSG00000178226
AOC2	ENSG00000131480
NT5M	ENSG00000205309
ZHX1-C8orf76	ENSG00000259305
SYNGR3	ENSG00000127561
GRIK4	ENSG00000149403
CYP4F12	ENSG00000186204
CTAG2	ENSG00000126890
NAGS	ENSG00000161653
CHRM5	ENSG00000184984
FANCB	ENSG00000181544
MAMSTR	ENSG00000176909
SUCNR1	ENSG00000198829
NEFH	ENSG00000100285
CYSRT1	ENSG00000197191
ISLR2	ENSG00000167178
ZSCAN23	ENSG00000187987
PKHD1	ENSG00000170927
DLEU7	ENSG00000186047
ANGPTL7	ENSG00000171819
DRP2	ENSG00000102385
CYP2A7	ENSG00000198077
C5orf49	ENSG00000215217
SPDYE9P	ENSG00000262461
KBTBD11	ENSG00000176595
ROBO2	ENSG00000185008
GDF9	ENSG00000164404
SUN3	ENSG00000164744
AMY1A	ENSG00000237763
C10orf95	ENSG00000120055
EYA1	ENSG00000104313
FOXD4L5	ENSG00000204779
FAM167B	ENSG00000183615
PMF1-BGLAP	ENSG00000260238
ZNF80	ENSG00000174255
HIGD1B	ENSG00000131097
MRGPRX3	ENSG00000179826
PKHD1L1	ENSG00000205038
CTAGE6	ENSG00000271321
PLPPR4	ENSG00000117600
RHBDL3	ENSG00000141314
OR2F1	ENSG00000213215
ADAMTS19	ENSG00000145808
TAC4	ENSG00000176358
CYP4A11	ENSG00000187048
OPN1SW	ENSG00000128617
MTUS2	ENSG00000132938
GNRHR	ENSG00000109163
SCGB3A1	ENSG00000161055
IL1RAPL2	ENSG00000189108
HOXA5	ENSG00000106004
GALNT13	ENSG00000144278
C12orf40	ENSG00000180116
PRRT1B	ENSG00000283526
AP000295.1	ENSG00000249624
HRASLS2	ENSG00000133328
KLHL31	ENSG00000124743
GJA9-MYCBP	ENSG00000274944
CHODL	ENSG00000154645
MIXL1	ENSG00000185155
FOLR1	ENSG00000110195
CA1	ENSG00000133742
MSH4	ENSG00000057468
GLRB	ENSG00000109738
NRG2	ENSG00000158458
MND1	ENSG00000121211
C2orf81	ENSG00000284308
MSX1	ENSG00000163132
SLC22A3	ENSG00000146477
HAND2	ENSG00000164107
BCAN	ENSG00000132692
AKR1D1	ENSG00000122787
TMEM169	ENSG00000163449
ELAVL2	ENSG00000107105
OR51E2	ENSG00000167332
GLUD2	ENSG00000182890
AC026464.4	ENSG00000260914
MYOCOS	ENSG00000283683
PAEP	ENSG00000122133
NPY1R	ENSG00000164128
CLDN19	ENSG00000164007
MYO1H	ENSG00000174527
NEU4	ENSG00000204099
KCNT2	ENSG00000162687
ACHE	ENSG00000087085
WNT3	ENSG00000108379
CCDC148	ENSG00000153237
ABCG2	ENSG00000118777
MIA	ENSG00000261857
AJAP1	ENSG00000196581
KCNH2	ENSG00000055118
NAP1L3	ENSG00000186310
TUBA8	ENSG00000183785
FAM124B	ENSG00000124019
NRG4	ENSG00000169752
CELF4	ENSG00000101489
SLC34A3	ENSG00000198569
REM2	ENSG00000139890
CYP2S1	ENSG00000167600
IL20RB	ENSG00000174564
ALOX15	ENSG00000161905
CDH4	ENSG00000179242
ACTN2	ENSG00000077522
COL23A1	ENSG00000050767
ZCCHC18	ENSG00000166707
ITGB1BP2	ENSG00000147166
TSNAXIP1	ENSG00000102904
RGS18	ENSG00000150681
GRIK5	ENSG00000105737
USP51	ENSG00000247746
GOLGA8K	ENSG00000249931
ARC	ENSG00000198576
PCDHA1	ENSG00000204970
TMPRSS5	ENSG00000166682
ZBED2	ENSG00000177494
KRT75	ENSG00000170454
ZNF683	ENSG00000176083
ZNF98	ENSG00000197360
SH3BGR	ENSG00000185437
PCP4L1	ENSG00000248485
FNDC11	ENSG00000125531
C7orf31	ENSG00000153790
INKA1	ENSG00000185614
OXCT2	ENSG00000198754
LINGO3	ENSG00000220008
ZNF541	ENSG00000118156
PTPRQ	ENSG00000139304
ARHGEF33	ENSG00000214694
LCT	ENSG00000115850
GSC	ENSG00000133937
GRIK1	ENSG00000171189
CLUL1	ENSG00000079101
HNRNPA1P48	ENSG00000224578
CLEC1A	ENSG00000150048
ERVV-1	ENSG00000269526
SMIM10L2A	ENSG00000178947
MYBPC1	ENSG00000196091
TMOD1	ENSG00000136842
USH2A	ENSG00000042781
LRFN5	ENSG00000165379
TRIML2	ENSG00000179046
NMNAT2	ENSG00000157064
FGFBP2	ENSG00000137441
NEURL2	ENSG00000124257
SLC10A5	ENSG00000253598
TTC25	ENSG00000204815
TMIGD3	ENSG00000121933
GPR156	ENSG00000175697
PRR27	ENSG00000187533
WNT11	ENSG00000085741
PCDH20	ENSG00000280165
ZNF214	ENSG00000149050
IL1RL2	ENSG00000115598
OR11A1	ENSG00000204694
TBPL2	ENSG00000182521
AC010547.4	ENSG00000261611
BARX1	ENSG00000131668
B4GALT6	ENSG00000118276
AL162231.1	ENSG00000187186
TDRD6	ENSG00000180113
OR2A25	ENSG00000221933
C11orf65	ENSG00000166323
NOTO	ENSG00000214513
MYOZ3	ENSG00000164591
CACNA1E	ENSG00000198216
AC008676.3	ENSG00000285868
CNFN	ENSG00000105427
NAP1L5	ENSG00000177432
AL133500.1	ENSG00000285547
FCRL6	ENSG00000181036
GPR1	ENSG00000183671
TOX2	ENSG00000124191
KBTBD8	ENSG00000163376
SOX15	ENSG00000129194
NCR1	ENSG00000189430
TRIM61	ENSG00000183439
TAS2R5	ENSG00000127366
RIBC1	ENSG00000158423
VPS37D	ENSG00000176428
IL7	ENSG00000104432
FOXD4L4	ENSG00000184659
CHST9	ENSG00000154080
MRAP2	ENSG00000135324
DAW1	ENSG00000123977
SLC5A11	ENSG00000158865
OR2A12	ENSG00000221858
KLF15	ENSG00000163884
SPSB4	ENSG00000175093
TCTE3	ENSG00000184786
ICAM4	ENSG00000105371
CCDC96	ENSG00000173013
PLGLB2	ENSG00000125551
USP17L2	ENSG00000223443
KRBOX1	ENSG00000240747
NRL	ENSG00000129535
CLPSL1	ENSG00000204140
GPRC5D	ENSG00000111291
AC114490.2	ENSG00000271741
SUMO4	ENSG00000177688
DNAH12	ENSG00000174844
CD300C	ENSG00000167850
PMEL	ENSG00000185664
GRM8	ENSG00000179603
TDRD10	ENSG00000163239
GPR182	ENSG00000166856
LRCH2	ENSG00000130224
CHRNA10	ENSG00000129749
LSMEM1	ENSG00000181016
CAVIN4	ENSG00000170681
HSD11B1	ENSG00000117594
CCDC85A	ENSG00000055813
NIM1K	ENSG00000177453
PGLYRP2	ENSG00000161031
TBC1D3I	ENSG00000274933
M1AP	ENSG00000159374
CFAP299	ENSG00000197826
SYCP2L	ENSG00000153157
MYH8	ENSG00000133020
CD300E	ENSG00000186407
AC097634.4	ENSG00000285708
TLX1	ENSG00000107807
CLEC12A	ENSG00000172322
FKBP6	ENSG00000077800
EFCAB5	ENSG00000176927
GCGR	ENSG00000215644
PKIA	ENSG00000171033
ANXA8	ENSG00000265190
SPATC1	ENSG00000186583
OR2AG2	ENSG00000188124
VSIG2	ENSG00000019102
DNAJB7	ENSG00000172404
TESC	ENSG00000088992
RIMBP3	ENSG00000275793
PNCK	ENSG00000130822
STON1-GTF2A1L	ENSG00000068781
PPP2R2B	ENSG00000156475
TRAT1	ENSG00000163519
SCO2	ENSG00000284194
SYN2	ENSG00000157152
COLEC11	ENSG00000118004
CD1D	ENSG00000158473
ULBP2	ENSG00000131015
RNASEK-C17orf49	ENSG00000161939
OPRL1	ENSG00000125510
SEC14L5	ENSG00000103184
CXCR2	ENSG00000180871
TSSK6	ENSG00000178093
PROZ	ENSG00000126231
TMC3	ENSG00000188869
S100B	ENSG00000160307
EPYC	ENSG00000083782
FASLG	ENSG00000117560
GRP	ENSG00000134443
USP17L15	ENSG00000223569
CXCL2	ENSG00000081041
CEACAM21	ENSG00000007129
SLCO4C1	ENSG00000173930
PPM1E	ENSG00000175175
TECTA	ENSG00000109927
ULBP1	ENSG00000111981
USP41	ENSG00000161133
SSUH2	ENSG00000125046
GSTT2B	ENSG00000133433
WSCD1	ENSG00000179314
AP000944.2	ENSG00000285816
WNT10A	ENSG00000135925
ZNF385B	ENSG00000144331
CALML3	ENSG00000178363
CDHR2	ENSG00000074276
PJVK	ENSG00000204311
NPIPB6	ENSG00000198156
TSPAN8	ENSG00000127324
OR5H14	ENSG00000236032
CFAP46	ENSG00000171811
KCNJ10	ENSG00000177807
ST6GALNAC3	ENSG00000184005
SCYGR4	ENSG00000284631
OR8D4	ENSG00000181518
TULP1	ENSG00000112041
ERMN	ENSG00000136541
C19orf18	ENSG00000177025
DCAF4L1	ENSG00000182308
ANKRD53	ENSG00000144031
GPR22	ENSG00000172209
CLEC19A	ENSG00000261210
PIFO	ENSG00000173947
SCN3A	ENSG00000153253
KCNJ16	ENSG00000153822
MROH8	ENSG00000101353
AC097636.1	ENSG00000285749
USP2	ENSG00000036672
GCNT4	ENSG00000176928
GJB7	ENSG00000164411
